Animal type,Country,Weight kg,Body Length cm,Gender,Animal code,Latitude,Longitude,Animal name,Observation date,Data compiled by
red squirrel,Austria,0.319,20,female,,47.316383,11.18479,,6/4/2024,Bob Bobson
red squirrel,Austria,0.298,20,male,,47.316383,11.18479,,6/4/2024,Bob Bobson
red squirrel,Austria,0.255,20,male,,47.316383,11.18479,,6/4/2024,Bob Bobson
red squirrel,Austria,0.3,20,male,,47.316383,11.18479,,6/4/2024,Bob Bobson
red squirrel,Austria,0.252,20,male,,47.316383,11.18479,,6/4/2024,Bob Bobson
red squirrel,Hungary,0.307,20,male,,52.828845,18.939062,,4/3/2024,Anne Anthony
red squirrel,Tanzania,0.282,21,male,,-2.023546,34.896734,,11/3/2024,Anne Anthony
red squirrel,Hungary,0.275,21,female,,47.506071,18.949311,,11/4/2024,Anne Anthony
red squirrel,Hungary,0.278,21,female,,47.510304,18.942925,,3/17/2024,Anne Anthony
red squirrel,Hungary,0.28,21,female,,47.510978,18.942963,,7/4/2024,Anne Anthony
red squirrel,Hungary,0.305,21,male,,47.511401,18.949119,,1/3/2024,Anne Anthony
red squirrel,Hungary,0.258,21,female,,47.511582,18.942341,,2/4/2024,Anne Anthony
red squirrel,Austria,0.334,21,female,,47.781449,14.383421,,2/4/2024,Bob Bobson
red squirrel,Austria,0.323,21,male,,47.781847,14.386835,,3/24/2024,Bob Bobson
red squirrel,Austria,0.285,21,female,,47.853875,15.078745,,8/4/2024,Bob Bobson
red squirrel,Austria,0.3,21,male,,47.855216,15.078877,,8/4/2024,Bob Bobson
red squirrel,Austria,0.253,21,male,,47.856032,15.076768,,5/4/2024,Bob Bobson
red squirrel,Austria,0.278,21,male,,47.856769,15.076411,,7/4/2024,Bob Bobson
red squirrel,Germany,0.266,21,female,,48.16056,11.490806,,4/15/2024,Bob Bobson
red squirrel,Germany,0.293,21,male,,48.161069,11.49303,,4/15/2024,Bob Bobson
red squirrel,Germany,0.317,21,female,,48.162563,11.495277,,2/4/2024,Bob Bobson
red squirrel,Germany,0.305,21,female,,48.162609,11.494157,,5/2/2024,Bob Bobson
red squirrel,Slovakia,0.334,21,male,,48.188008,17.085312,,6/3/2024,John Johnson
red squirrel,Slovakia,0.287,21,male,,48.224897,17.085979,,3/30/2024,John Johnson
red squirrel,Hungary,0.322,21,male,,48.506217,20.545055,,11/3/2024,Anne Anthony
red squirrel,Hungary,0.29,21,male,,48.506429,20.543875,,11/3/2024,Anne Anthony
red squirrel,Slovakia,0.33,21,female,,49.055275,22.41421,,8/4/2024,John Johnson
red squirrel,Slovakia,0.252,21,male,,49.057599,22.422203,,8/4/2024,John Johnson
red squirrel,Germany,0.283,21,male,,49.562324,11.092212,,2/4/2024,Bob Bobson
red squirrel,Czech Republic,0.313,21,male,,49.937425,14.182723,,9/4/2024,John Johnson
red squirrel,Czech Republic,0.289,21,female,,49.937872,14.179825,,4/3/2024,John Johnson
red squirrel,Czech Republic,0.327,21,male,,49.938616,14.181291,,6/4/2024,John Johnson
red squirrel,Czech Republic,0.258,21,female,,49.938787,14.178284,,3/4/2024,John Johnson
red squirrel,Poland,0.282,21,female,,50.041522,19.950563,Zuzia,3/24/2024,Anne Anthony
red squirrel,Poland,0.282,21,male,,50.041552,19.949984,,2/4/2024,Anne Anthony
red squirrel,Poland,0.282,21,male,,50.041573,19.94985,,4/13/2024,Anne Anthony
red squirrel,Czech Republic,0.325,21,female,,50.106483,14.348192,,12/4/2024,John Johnson
red squirrel,Czech Republic,0.257,21,male,,50.107147,14.347009,,10/4/2024,John Johnson
red squirrel,Czech Republic,0.291,21,female,,50.881428,14.366689,,8/6/2024,John Johnson
red squirrel,Poland,0.278,21,female,,52.211888,21.03235,,4/15/2024,Anne Anthony
red squirrel,Poland,0.306,21,male,,52.211896,21.033806,,5/18/2024,Anne Anthony
red squirrel,Poland,0.281,21,male,,52.211985,21.032869,,5/1/2024,Anne Anthony
red squirrel,Poland,0.264,21,male,,52.212148,21.033421,,11/5/2024,Anne Anthony
red squirrel,Poland,0.311,21,male,,52.212203,21.032279,,4/25/2024,Anne Anthony
red squirrel,Poland,0.341,21,female,,52.212295,21.034039,,5/20/2024,Anne Anthony
hedgehog,Germany,0.6,11,male,,49.557055,11.101996,,4/18/2024,Bob Bobson
hedgehog,Germany,0.6,22,female,,49.561174,11.102216,,4/18/2024,Bob Bobson
hedgehog,Germany,0.6,23,female,,49.56122,11.082195,,5/5/2024,Bob Bobson
hedgehog,Czech Republic,0.6,18,female,,49.937805,14.179716,,3/28/2024,John Johnson
hedgehog,Czech Republic,0.6,20,male,,49.938169,14.178703,,12/3/2024,John Johnson
hedgehog,Czech Republic,0.6,17,female,,49.938346,14.18024,,3/26/2024,John Johnson
hedgehog,Czech Republic,0.6,21,female,,49.939062,14.17875,,3/22/2024,John Johnson
hedgehog,Czech Republic,0.6,15,female,,49.939297,14.181453,,3/13/2024,John Johnson
hedgehog,Czech Republic,0.6,19,male,,50.106311,14.346906,,9/3/2024,John Johnson
hedgehog,Czech Republic,0.6,17,female,,50.106942,14.348502,,6/3/2024,John Johnson
hedgehog,Czech Republic,0.6,17,male,,50.635501,14.838158,,4/3/2024,John Johnson
hedgehog,Czech Republic,0.6,20,female,,50.636869,14.844555,,1/3/2024,John Johnson
hedgehog,Czech Republic,0.6,20,male,,50.637375,14.839785,,3/3/2024,John Johnson
hedgehog,Czech Republic,0.6,16,male,,50.644733,14.835753,,1/3/2024,John Johnson
hedgehog,Poland,0.6,19,male,,52.21441,21.032484,,9/3/2024,Anne Anthony
hedgehog,Poland,0.6,15,female,,52.214745,21.033701,,3/17/2024,Anne Anthony
hedgehog,Germany,0.6,25,male,,52.587183,13.146661,,3/24/2024,Bob Bobson
hedgehog,Austria,0.5,20,male,,47.319782,11.190836,,3/24/2024,Bob Bobson
hedgehog,Hungary,0.5,19,female,,47.50643,18.947912,,4/16/2024,Anne Anthony
hedgehog,Germany,0.5,20,male,,48.160834,11.489874,,3/27/2024,Bob Bobson
hedgehog,Germany,0.5,20,female,,48.161605,11.49115,,3/30/2024,Bob Bobson
red squirrel,Poland,0.27,21,female,,52.21239,21.034548,Basia,4/29/2024,Anne Anthony
red squirrel,Poland,0.266,21,female,,52.21284,21.034377,,5/13/2024,Anne Anthony
red squirrel,Poland,0.282,21,male,,52.212906,21.03321,,5/25/2024,Anne Anthony
red squirrel,Poland,0.34,21,,,52.240284,21.051948,,1/3/2024,Anne Anthony
red squirrel,Poland,0.318,21,male,,52.240616,21.054902,,7/3/2024,Anne Anthony
red squirrel,Poland,0.282,21,male,,52.241177,21.052873,,1/3/2024,Anne Anthony
red squirrel,Poland,0.32,21,female,,52.241309,21.057247,,3/14/2024,Anne Anthony
red squirrel,Poland,0.291,21,,,52.241662,21.05643,,4/3/2024,Anne Anthony
red squirrel,Poland,0.341,21,male,,52.241856,21.053078,,4/3/2024,Anne Anthony
red squirrel,Poland,0.328,21,male,,52.241905,21.050727,,1/3/2024,Anne Anthony
red squirrel,Germany,0.276,21,female,,52.581885,13.152811,Bob Bobson,3/21/2024,Bob Bobson
red squirrel,Germany,0.268,21,male,,52.587089,13.151807,,3/24/2024,Bob Bobson
red squirrel,Germany,0.339,21,male,,52.587248,13.151499,Bob Bobson,3/21/2024,Bob Bobson
red squirrel,Germany,0.334,21,male,,52.587734,13.151378,Bob Bobson,3/22/2024,Bob Bobson
red squirrel,Germany,0.267,21,female,,52.588834,13.15192,Bob Bobson,3/22/2024,Bob Bobson
red squirrel,Poland,0.333,21,male,,52.853843,23.919668,,1/3/2024,Anne Anthony
red squirrel,Germany,0.262,21,male,,52.586487,13.150015,,1/3/2024,Bob Bobson
red squirrel,Germany,0.267,21,female,,52.586487,13.150015,,1/3/2024,Bob Bobson
red squirrel,Hungary,0.262,22,male,,47.508905,18.94657,,4/4/2024,Anne Anthony
red squirrel,Hungary,0.27,22,female,,47.509866,18.942538,,3/16/2024,Anne Anthony
red squirrel,Austria,0.337,22,male,,47.781088,14.385534,,3/29/2024,Bob Bobson
red squirrel,Austria,0.264,22,male,,47.781089,14.385211,,5/4/2024,Bob Bobson
red squirrel,Austria,0.294,22,male,,47.855007,15.076539,,6/4/2024,Bob Bobson
red squirrel,Austria,0.333,22,female,,47.855379,15.077237,Lola,7/4/2024,Bob Bobson
red squirrel,Austria,0.264,22,female,,47.857586,15.081328,,7/4/2024,Bob Bobson
red squirrel,Germany,0.307,22,male,,48.16079,11.489549,,4/15/2024,Bob Bobson
red squirrel,Germany,0.259,22,male,,48.160831,11.492403,,4/14/2024,Bob Bobson
red squirrel,Germany,0.267,22,female,,48.161385,11.492571,,11/4/2024,Bob Bobson
red squirrel,Slovakia,0.26,22,female,,48.23123,17.090253,,1/4/2024,John Johnson
red squirrel,Slovakia,0.265,22,female,,48.23862,17.074393,,3/25/2024,John Johnson
red squirrel,Slovakia,0.291,22,female,,48.406551,18.837137,,5/3/2024,John Johnson
red squirrel,Slovakia,0.306,22,male,,48.408318,18.844383,,5/3/2024,John Johnson
red squirrel,Slovakia,0.311,22,male,,48.412458,18.832425,,5/3/2024,John Johnson
hedgehog,Germany,0.5,16,female,,48.162549,11.492991,,3/30/2024,Bob Bobson
red squirrel,Hungary,0.296,22,male,,48.502584,20.532518,,4/3/2024,Anne Anthony
red squirrel,Hungary,0.311,22,female,,48.505737,20.546731,,11/3/2024,Anne Anthony
red squirrel,Hungary,0.336,22,female,,48.506095,20.543032,,11/3/2024,Anne Anthony
hedgehog,Slovakia,0.5,16,male,,48.231214,17.084105,,5/23/2024,John Johnson
hedgehog,Slovakia,0.5,19,male,,48.231939,17.087688,,12/5/2024,John Johnson
red squirrel,Slovakia,0.316,22,female,,49.054586,22.41368,,8/4/2024,John Johnson
red squirrel,Slovakia,0.319,22,female,,49.054751,22.41916,,3/8/2024,James Johnson
hedgehog,Slovakia,0.5,18,female,,48.409909,18.867006,,4/15/2024,John Johnson
hedgehog,Hungary,0.5,15,male,,48.502359,20.563385,,7/3/2024,Anne Anthony
hedgehog,Hungary,0.5,16,male,,48.50509,20.539448,,7/3/2024,Anne Anthony
hedgehog,Germany,0.5,20,male,,49.55324,11.074008,,4/28/2024,Bob Bobson
hedgehog,Germany,0.5,18,female,,49.553737,11.087705,,4/17/2024,Bob Bobson
hedgehog,Germany,0.5,16,female,,49.556237,11.088639,,4/18/2024,Bob Bobson
hedgehog,Germany,0.5,17,female,,49.561569,11.087046,,5/7/2024,Bob Bobson
hedgehog,Germany,0.5,20,male,,49.563085,11.101392,,4/18/2024,Bob Bobson
red squirrel,Czech Republic,0.277,22,male,,49.939097,14.179435,,3/27/2024,John Johnson
hedgehog,Czech Republic,0.5,15,female,,49.93734,14.18071,,10/3/2024,John Johnson
red squirrel,Czech Republic,0.283,22,female,,49.939191,14.180256,,1/4/2024,John Johnson
hedgehog,Czech Republic,0.5,13,male,,49.937455,14.180775,,3/20/2024,John Johnson
hedgehog,Czech Republic,0.5,18,female,,49.937531,14.180359,,10/3/2024,John Johnson
hedgehog,Czech Republic,0.5,16,male,,49.938845,14.182246,,3/27/2024,John Johnson
red squirrel,Czech Republic,0.336,22,female,,49.939212,14.180839,,3/24/2024,John Johnson
hedgehog,Czech Republic,0.5,20,male,,50.643854,14.837155,,2/3/2024,John Johnson
red squirrel,Czech Republic,0.313,22,female,,49.939308,14.180747,,6/4/2024,John Johnson
red squirrel,Poland,0.265,22,female,,50.041147,19.95046,,8/4/2024,Anne Anthony
red squirrel,Poland,0.296,22,male,,50.041497,19.950657,,9/4/2024,Anne Anthony
hedgehog,Poland,0.5,19,female,,52.215085,21.034198,,3/23/2024,Anne Anthony
hedgehog,Germany,0.5,18,female,,52.586199,13.152793,Bob Bobson,3/19/2024,Bob Bobson
European bison,Poland,1100,350,male,,52.803316,23.686301,,7/4/2024,Anne Anthony
European bison,Poland,853,287,male,,52.80356,23.690378,,12/4/2024,Anne Anthony
European bison,Poland,705,280,female,,52.803733,23.686928,,1/4/2024,Anne Anthony
European bison,Poland,405,220,female,,52.804031,23.683032,,4/18/2024,Anne Anthony
European bison,Poland,776,294,male,,52.805299,23.701093,,4/21/2024,Anne Anthony
European bison,Poland,970,307,male,,52.805402,23.691244,,3/31/2024,Anne Anthony
European bison,Poland,459,212,female,,52.807403,23.683044,,1/4/2024,Anne Anthony
European bison,Poland,510,222,female,,52.807537,23.700909,,3/28/2024,Anne Anthony
European bison,Poland,700,286,male,,52.808503,23.69937,,4/15/2024,Anne Anthony
hedgehog,Germany,0.5,18,male,,52.586589,13.146651,Bob Bobson,3/19/2024,Bob Bobson
European bison,Poland,589,279,female,,52.808704,23.705504,,6/4/2024,Anne Anthony
European bison,Poland,486,235,female,,52.809086,23.696425,,10/4/2024,Anne Anthony
European bison,Poland,662,244,female,,52.809106,23.680095,,4/19/2024,Anne Anthony
European bison,Poland,1000,295,male,,52.809543,23.708564,,4/4/2024,Anne Anthony
hedgehog,Hungary,0.4,17,female,,47.509261,18.949967,,4/14/2024,Anne Anthony
European bison,Poland,610,281,female,,52.810989,23.689137,,11/4/2024,Anne Anthony
European bison,Poland,557,255,female,,52.811204,23.697814,,5/4/2024,Anne Anthony
European bison,Poland,650,286,female,,52.812486,23.686231,,4/24/2024,Anne Anthony
hedgehog,Austria,0.4,21,female,,47.781093,14.38209,,3/19/2024,Bob Bobson
hedgehog,Slovakia,0.4,16,male,,48.187845,17.086572,,5/5/2024,John Johnson
hedgehog,Slovakia,0.4,13,male,,48.237386,17.078352,,5/16/2024,John Johnson
red squirrel,Poland,0.337,22,female,,50.041819,19.951542,,4/4/2024,Anne Anthony
European bison,Poland,302,150,female,,52.820447,23.813259,,3/21/2024,Anne Anthony
European bison,Poland,35,125,female,,52.820739,23.815145,,3/16/2024,Anne Anthony
red squirrel,Czech Republic,0.283,22,female,,50.106413,14.348204,,4/17/2024,John Johnson
European bison,Poland,610,258,female,,52.821135,23.809947,,3/14/2024,Anne Anthony
red squirrel,Czech Republic,0.308,22,female,,50.106721,14.346231,,11/4/2024,John Johnson
hedgehog,Slovakia,0.4,16,female,,48.238634,17.074895,,5/21/2024,John Johnson
red squirrel,Czech Republic,0.28,22,female,,50.107135,14.348206,,4/17/2024,John Johnson
red squirrel,Poland,0.277,22,male,,52.211924,21.033243,,5/18/2024,Anne Anthony
red squirrel,Poland,0.346,22,female,,52.212305,21.033921,,5/24/2024,Anne Anthony
European bison,Poland,915,304,male,,52.82288,23.810852,,3/17/2024,Anne Anthony
red squirrel,Poland,0.279,22,male,,52.212411,21.033173,,5/15/2024,Anne Anthony
hedgehog,Hungary,0.4,15,female,,48.506206,20.565308,,3/23/2024,Anne Anthony
red squirrel,Poland,0.343,22,male,,52.212497,21.033515,,5/6/2024,Anne Anthony
red squirrel,Poland,0.308,22,female,,52.212583,21.032932,,5/22/2024,Anne Anthony
red squirrel,Poland,0.301,22,male,,52.21276,21.034189,,5/6/2024,Anne Anthony
European bison,Poland,660,246,female,,52.824079,23.81279,,3/23/2024,Anne Anthony
European bison,Poland,823,305,male,,52.82429,23.813465,,3/26/2024,Anne Anthony
hedgehog,Germany,0.4,16,female,,49.55879,11.081218,,4/17/2024,Bob Bobson
hedgehog,Czech Republic,0.4,12,female,,49.937893,14.18083,,3/25/2024,John Johnson
red squirrel,Poland,0.282,22,female,,52.212911,21.034175,,5/2/2024,Anne Anthony
European bison,Poland,1000,320,male,,52.82547,23.81307,Klucha,3/22/2024,Anne Anthony
European bison,Poland,537,287,female,,52.8255,23.808386,,3/18/2024,Anne Anthony
European bison,Poland,594,243,male,,52.825554,23.812594,,3/26/2024,Anne Anthony
red squirrel,Poland,0.338,22,female,,52.212915,21.033226,,5/21/2024,Anne Anthony
red squirrel,Poland,0.3,22,female,,52.240018,21.05239,Lola,4/3/2024,Anne Anthony
European bison,Poland,619,248,female,,52.826081,23.815823,,3/23/2024,Anne Anthony
European bison,Poland,621,277,female,,52.828561,23.816861,,9/3/2024,Anne Anthony
red squirrel,Poland,0.261,22,female,,52.240833,21.052093,,1/3/2024,Anne Anthony
European bison,Poland,315,175,male,,52.829512,23.811681,,12/3/2024,Anne Anthony
European bison,Poland,909,311,not determined,,52.830509,23.826849,,1/3/2024,Anne Anthony
hedgehog,Czech Republic,0.4,17,male,,49.938527,14.179315,,12/3/2024,John Johnson
European bison,Poland,862,312,male,,52.831879,23.826297,,7/3/2024,Anne Anthony
hedgehog,Czech Republic,0.4,12,female,,50.107223,14.34732,,6/3/2024,John Johnson
European bison,Poland,385,168,female,,52.833261,23.815203,,9/3/2024,Anne Anthony
European bison,Poland,581,277,female,,52.834109,23.807093,,1/3/2024,Anne Anthony
European bison,Poland,24,100,female,,52.834112,23.825722,,11/3/2024,Anne Anthony
European bison,Poland,454,225,female,,52.834423,23.827103,,6/3/2024,Anne Anthony
European bison,Poland,650,285,female,,52.834741,23.826716,,4/3/2024,Anne Anthony
European bison,Poland,900,295,male,,52.834759,23.817201,,1/3/2024,Anne Anthony
European bison,Poland,620,250,female,,52.83496,23.82075,,1/3/2024,Anne Anthony
hedgehog,Poland,0.4,16,female,,52.214754,21.034364,,3/20/2024,Anne Anthony
hedgehog,Poland,0.4,16,male,,52.214758,21.030697,,3/19/2024,Anne Anthony
hedgehog,Germany,0.4,13,female,,52.587327,13.149206,Bob Bobson,3/19/2024,Bob Bobson
hedgehog,Hungary,0.4,13,male,,47.509755,18.949465,,5/1/2024,Anne Anthony
hedgehog,Hungary,0.4,13,male,,47.510077,18.945646,,5/17/2024,Anne Anthony
hedgehog,Hungary,0.4,13,female,,48.506206,20.565308,,7/3/2024,Anne Anthony
red squirrel,Poland,0.304,22,,,52.241093,21.055413,,11/3/2024,Anne Anthony
red squirrel,Poland,0.274,22,female,,52.241235,21.057356,,Min_long,Anne Anthony
red squirrel,Poland,0.308,22,female,,52.241273,21.055745,Basia,1/17/1900,Anne Anthony
red squirrel,Poland,0.302,22,male,,52.241375,21.050845,,1/18/1900,Anne Anthony
red squirrel,Poland,0.329,22,female,,52.241638,21.055998,Lola,1/10/1900,Anne Anthony
red squirrel,Germany,0.317,22,male,,52.585517,13.150878,Bob Bobson,1/16/1900,Bob Bobson
red squirrel,Poland,0.293,22,female,,52.820813,23.809086,,1/13/1900,Anne Anthony
red squirrel,Poland,0.344,22,female,,52.821958,23.811375,,1/10/1900,Anne Anthony
red squirrel,Poland,0.323,22,female,,52.823084,23.816106,,1/13/1900,Anne Anthony
red squirrel,Poland,0.276,22,male,,52.825746,23.815204,,1/13/1900,Anne Anthony
red squirrel,Germany,0.269,22,male,,52.586487,13.150015,,2/2/1900,Bob Bobson
red squirrel,Germany,0.308,22,female,,52.586487,13.150015,,,Bob Bobson
red squirrel,Hungary,0.273,23,female,,47.507157,18.940379,,,Anne Anthony
red squirrel,Hungary,0.287,23,female,,47.508679,18.946127,,,Anne Anthony
red squirrel,Austria,0.27,23,female,,47.853881,15.078367,,,Bob Bobson
red squirrel,Austria,0.323,23,male,,47.854099,15.076812,,,Bob Bobson
red squirrel,Austria,0.323,23,male,,47.856015,15.08325,,,Bob Bobson
red squirrel,Australia,0.31,23,male,,47.856092,15.083547,,,Bob Bobson
red squirrel,Austria,0.285,23,male,,47.857535,15.078083,,,Bob Bobson
red squirrel,Slovakia,0.294,23,male,,48.184374,17.086,,,John Johnson
red squirrel,Slovakia,0.307,23,female,,48.185298,17.084072,,,John Johnson
red squirrel,Slovakia,0.275,23,male,,48.185353,17.08322,,,John Johnson
red squirrel,Slovakia,0.273,23,male,,48.185898,17.090683,,,John Johnson
red squirrel,Slovakia,0.323,23,female,,48.186767,17.089935,,,John Johnson
red squirrel,Slovakia,0.294,23,male,,48.22668,17.081529,,,John Johnson
red squirrel,Slovakia,0.333,23,male,,48.409023,18.84399,,,John Johnson
red squirrel,Slovakia,0.302,23,male,,48.41237,18.875325,,,John Johnson
red squirrel,Hungary,0.3,23,male,,48.505406,20.535848,,,Anne Anthony
red squirrel,Slovakia,0.271,23,male,,49.052914,22.42299,,,John Johnson
red squirrel,Slovakia,0.273,23,female,,49.055962,22.425527,,,James Johnson
red squirrel,Slovakia,0.281,23,male,,49.056583,22.415432,,,John Johnson
red squirrel,Slovakia,0.322,23,female,,49.056857,22.416369,,,John Johnson
red squirrel,Slovakia,0.327,23,male,,49.057284,22.423861,,,James Johnson
red squirrel,Germany,0.3,23,female,,49.554685,11.08345,,,Bob Bobson
red squirrel,Czech Republic,0.324,23,female,,49.937724,14.182072,,,John Johnson
red squirrel,Czech Republic,0.336,23,male,,49.939262,14.179613,,,John Johnson
red squirrel,Czech Republic,0.316,23,female,,49.93931,14.181266,,,John Johnson
red squirrel,Poland,0.278,23,female,,50.041119,19.94973,,,Anne Anthony
red squirrel,Poland,0.348,23,male,,50.041252,19.950033,,,Anne Anthony
red squirrel,Poland,0.33,23,male,,50.041479,19.951211,,,Anne Anthony
red squirrel,Poland,0.328,23,female,,50.041504,19.950218,,,Anne Anthony
red squirrel,Poland,0.32,23,female,,50.041554,19.95113,,,Anne Anthony
red squirrel,Poland,0.272,23,female,,50.0418,19.950244,,,Anne Anthony
red squirrel,Poland,0.312,23,female,,50.041945,19.94932,Lola,,Anne Anthony
red squirrel,Czech Republic,0.326,23,male,,50.107313,14.348552,,,John Johnson
red squirrel,Czech Republic,0.333,23,male,,50.883849,14.367353,,,John Johnson
red squirrel,Poland,0.33,23,male,,52.211872,21.032296,Puchatek,,Anne Anthony
red squirrel,Poland,0.298,23,male,,52.211967,21.032924,,,Anne Anthony
red squirrel,Poland,0.341,23,male,,52.212042,21.033492,,,Anne Anthony
red squirrel,Poland,0.29,23,male,,52.212065,21.034571,,,Anne Anthony
red squirrel,Poland,0.312,23,male,,52.21212,21.034268,,,Anne Anthony
red squirrel,Poland,0.327,23,male,,52.212168,21.032304,,,Anne Anthony
red squirrel,Poland,0.308,23,male,,52.212245,21.032988,,,Anne Anthony
red squirrel,Poland,0.27,23,female,,52.212553,21.032768,,,Anne Anthony
red squirrel,Poland,0.346,23,male,,52.240737,21.053063,,,Anne Anthony
red squirrel,Poland,0.301,23,female,,52.240867,21.054339,,,Anne Anthony
red squirrel,Poland,0.317,23,male,,52.241358,21.056352,,,Anne Anthony
red squirrel,Poland,0.36,23,female,,52.24151,21.052575,Basia,,Anne Anthony
red squirrel,Poland,0.343,23,male,,52.241638,21.057329,,,Anne Anthony
red squirrel,Poland,0.328,23,male,,52.24192,21.056347,,,Anne Anthony
red squirrel,Germany,0.306,23,male,,52.584352,13.148089,Bob Bobson,,Bob Bobson
red squirrel,Germany,0.313,23,female,,52.588779,13.147948,,,Bob Bobson
red squirrel,Poland,0.274,23,male,,52.821631,23.813638,,,Anne Anthony
red squirrel,Poland,0.322,23,male,,52.825363,23.816829,,,Anne Anthony
red squirrel,Poland,0.31,24,male,,50.041235,19.951284,,,Anne Anthony
red squirrel,Poland,0.289,24,male,,50.041382,19.949403,,,Anne Anthony
red squirrel,Poland,0.29,24,male,,50.041925,19.950894,,,Anne Anthony
red squirrel,Poland,0.337,24,female,,52.211797,21.03375,Basia,,Anne Anthony
red squirrel,Poland,0.329,24,female,,52.212045,21.031986,,,Anne Anthony
red squirrel,Poland,0.318,24,male,,52.21247,21.033642,,,Anne Anthony
red squirrel,Poland,0.29,24,female,,52.212763,21.032786,,,Anne Anthony
red squirrel,Poland,0.294,24,female,,52.21294,21.034208,,,Anne Anthony
red squirrel,Poland,0.35,24,male,,52.240453,21.055847,,,Anne Anthony
red squirrel,Poland,0.35,24,male,,52.240497,21.055991,,,Anne Anthony
red squirrel,Poland,0.316,24,male,,52.240707,21.057051,,,Anne Anthony
red squirrel,Poland,0.33,24,male,,52.241203,21.050999,,,Anne Anthony
red squirrel,Poland,0.327,24,female,,52.82211,23.814403,,,Anne Anthony
red squirrel,Poland,0.315,24,female,,52.82295,23.81275,,,Anne Anthony
red squirrel,Poland,0.298,24,female,,52.823595,23.814758,,,Anne Anthony
red squirrel,Poland,0.302,24,male,,52.825793,23.811068,,,Anne Anthony
red squirrel,Hungary,0.39,18,male,,52.828845,23.820144,Szefu,,Anne Anthony